,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,model,power_per_liter,km_per_year
2933,2017,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104.0,5,4400.0,Nissan,Micra,6.343906510851419e-05,2687.5
2934,2017,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,3000.0,Tata,Tiago,6.59025787965616e-05,11125.0
2935,2013,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,2916.6666666666665
2936,2013,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,90.0,5,3500.0,Maruti,Zen,6.723446893787574e-05,3583.3333333333335
2937,2007,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,96.10517,5,3000.0,Hyundai,Santro,5.80110497237569e-05,4444.444444444444
2938,2012,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,7692.307692307692
2939,2018,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,3571.4285714285716
2940,2019,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,3333.3333333333335
2941,2017,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,3000.0,Tata,Zest,5.929487179487179e-05,8750.0
2942,2011,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,200.05565999999996,7,3400.0,Toyota,Innova,4.08981555733761e-05,14071.42857142857
2943,2008,86000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Esteem,6.559294871794872e-05,5058.823529411765
2944,2009,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,3125.0
2945,2010,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,8000.0
2946,2016,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,2777.777777777778
2947,2010,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,10333.333333333334
2948,2015,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110.0,5,4800.0,Honda,Jazz,7.397831526271893e-05,5000.0
2949,2017,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,3753.75
2950,2017,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,114.0,5,4000.0,Hyundai,Xcent,6.850459482038429e-05,3628.625
2951,2012,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,6314.0
2952,2016,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,5333.333333333333
2953,2015,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,104.0,7,4000.0,Datsun,GO,5.5926544240400664e-05,3500.0
2954,2017,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,60.0,4,3500.0,Maruti,Alto,5.062814070351759e-05,8375.0
2955,2011,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,5757.142857142857
2956,2013,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,4884.083333333333
2957,2016,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,96.0,5,2500.0,Fiat,Punto,5.7167235494880544e-05,3667.0
2958,2016,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,77.0,5,3500.0,Maruti,Wagon,5.8276553106212424e-05,4777.777777777777
2959,2016,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,1833.3333333333333
2960,2013,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200.0,9,2200.0,Mahindra,Scorpio,2.972651605231867e-05,13791.666666666666
2961,2018,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,2750.0,Tata,Nexon,7.247828991315965e-05,4285.714285714285
2962,2010,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5,2500.0,Tata,Indigo,4.94269340974212e-05,4666.666666666667
2963,2003,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,78.0,5,4500.0,Maruti,Zen,6.0422960725075535e-05,7727.272727272727
2964,2011,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,160.0,5,2000.0,Mahindra,Verito,4.387405886379192e-05,8571.42857142857
2965,1998,47990,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Mahindra,Jeep,6.559294871794872e-05,1777.4074074074074
2966,2014,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,190.0,5,3000.0,Tata,Indica,5.929487179487179e-05,15272.727272727272
2967,2017,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5,1750.0,Honda,Amaze,6.58210947930574e-05,7500.0
2968,2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,7058.823529411765
2969,2016,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,644.4444444444445
2970,2010,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,90.0,5,3500.0,Maruti,A-Star,6.62324649298597e-05,4580.0
2971,2007,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,146.11908499999998,5,3000.0,Hyundai,Verna,6.454033771106941e-05,6000.0
2972,2011,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,110.0,5,3750.0,Volkswagen,Polo,6.168614357262104e-05,4285.714285714285
2973,2016,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,1888.888888888889
2974,2018,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,714.2857142857143
2975,2017,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,7500.0
2976,2017,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350.0,5,2500.0,Jeep,Compass,8.691206543967279e-05,1875.0
2977,2016,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,90.3,5,4200.0,Chevrolet,Spark,6.241206030150755e-05,5555.555555555556
2978,2016,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,142.5,5,1750.0,Chevrolet,Beat,6.014957264957264e-05,6666.666666666667
2979,2014,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,6545.454545454545
2980,2012,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200.0,5,3000.0,Tata,Manza,7.115384615384616e-05,15000.0
2981,2012,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,5384.615384615385
2982,2013,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,2000.0,Nissan,Micra,4.3189596167008896e-05,6916.666666666667
2983,2012,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,7692.307692307692
2984,2015,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,2500.0
2985,2016,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5555.555555555556
2986,2012,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,5153.846153846154
2987,2011,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,3500.0,Maruti,Zen,6.723446893787574e-05,2142.8571428571427
2988,2013,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,160.0,5,2000.0,Renault,Pulse,4.3203285420944555e-05,7083.333333333333
2989,2018,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6,2000.0,Mahindra,Thar,4.2033626901521216e-05,3571.4285714285716
2990,2007,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,9444.444444444445
2991,2014,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,200.0,8,2200.0,Mahindra,Scorpio,2.972651605231867e-05,10000.0
2992,2011,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,5714.285714285715
2993,2014,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,2818.181818181818
2994,2014,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,2750.0,Hyundai,Grand,6.25e-05,9090.90909090909
2995,2016,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,240.0,7,2800.0,Mahindra,NuvoSport,6.697923643670463e-05,14444.444444444445
2996,2016,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,2222.222222222222
2997,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,3250.0,Ford,EcoSport,6.581441922563418e-05,7500.0
2998,2013,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8583.0
2999,2019,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,7,2500.0,Mahindra,Marazzo,8.082832331329326e-05,833.3333333333334
3000,2016,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,Mahindra,TUV,6.697923643670463e-05,13333.333333333334
3001,2015,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,6000.0
3002,2012,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,9923.076923076924
3003,2015,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,197.0,5,1750.0,Fiat,Grande,6.009615384615385e-05,6700.0
3004,2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,320.0,7,2700.0,Tata,Safari,6.334557136301056e-05,8000.0
3005,2015,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,2000.0,Fiat,Avventura,7.349358974358975e-05,9650.0
3006,2017,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,6551.5
3007,2012,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,290.0,8,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,6574.7692307692305
3008,2013,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,205.0,5,3250.0,Ford,EcoSport,6.581441922563418e-05,7287.666666666667
3009,2008,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5,3500.0,Maruti,Wagon,6.314797360980208e-05,3913.529411764706
3010,2013,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,4000.0,Hyundai,i20,6.921470342522974e-05,3333.3333333333335
3011,2010,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,146.0,5,4800.0,Honda,City,7.768871075484302e-05,5266.666666666667
3012,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,Mahindra,TUV,6.697923643670463e-05,5555.555555555556
3013,2012,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,197.0,5,1750.0,Fiat,Grande,6.009615384615385e-05,4615.384615384615
3014,2018,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,Tata,Zest,7.435037720033529e-05,5000.0
3015,2015,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,2000.0,Fiat,Avventura,7.349358974358975e-05,12000.0
3016,2017,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,Hyundai,i20,6.83876357560568e-05,1875.0
3017,2013,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,5833.333333333333
3018,2016,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,555.5555555555555
3019,2009,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,2500.0
3020,2019,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5,4000.0,Hyundai,Elite,6.83876357560568e-05,1666.6666666666667
3021,2016,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,2777.777777777778
3022,2017,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,4000.0,Tata,Zest,7.435037720033529e-05,6625.0
3023,2014,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,10000.0
3024,2003,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,3181.818181818182
3025,2015,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5,1750.0,Honda,Amaze,6.58210947930574e-05,7500.0
3026,2012,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,5384.615384615385
3027,2002,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,103.0,8,4500.0,Maruti,Gypsy,6.163328197226502e-05,2608.695652173913
3028,2010,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,550.0,7,2750.0,Audi,Q7,8.136164475901585e-05,7333.333333333333
3029,2013,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,8,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,5000.0
3030,2016,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,7777.777777777777
3031,2010,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,219.66895999999997,5,2750.0,Hyundai,i20,6.446991404011462e-05,5333.333333333333
3032,2011,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3,5,4200.0,Chevrolet,Spark,6.231155778894472e-05,1428.5714285714287
3033,2012,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134.0,5,4000.0,Nissan,Sunny,6.522029372496663e-05,8461.538461538461
3034,2014,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,3636.3636363636365
3035,2015,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,9000.0
3036,2014,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,4545.454545454545
3037,2001,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,71.0,5,3500.0,Daewoo,Matiz,6.658291457286432e-05,5708.333333333333
3038,2015,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,6000.0
3039,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,3750.0
3040,2016,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,10888.888888888889
3041,2016,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,Maruti,Ertiga,7.091346153846153e-05,5555.555555555556
3042,2009,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5,2500.0,Tata,Indigo,4.94269340974212e-05,7500.0
3043,2017,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,3750.0
3044,2016,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,4444.444444444444
3045,2012,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,135.0,5,2500.0,Tata,Indica,5.05338078291815e-05,6923.076923076923
3046,2011,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,219.66895999999997,5,2750.0,Hyundai,i20,6.446991404011462e-05,5714.285714285715
3047,2007,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,83.35652499999999,5,3000.0,Tata,Indica,3.832378223495702e-05,6111.111111111111
3048,2017,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,4750.0
3049,2017,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,4375.0
3050,2014,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,6363.636363636364
3051,2005,125000,Petrol,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,6250.0
3052,2010,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,190.0,5,1750.0,Tata,Indica,6.009615384615385e-05,9333.333333333334
3053,2007,120000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,6666.666666666667
3054,2017,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,160.0,5,2000.0,Renault,Pulse,4.3189596167008896e-05,10000.0
3055,2010,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,1500.0,Mahindra,Bolero,2.497027348394768e-05,8000.0
3056,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,5714.285714285715
3057,2015,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215.0,5,3000.0,Ford,Figo,6.608811748998665e-05,11000.0
3058,2012,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140.0,5,3000.0,Tata,Indigo,5.0143266475644696e-05,17692.30769230769
3059,2014,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,2272.7272727272725
3060,2019,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,5833.333333333333
3061,2011,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,6928.571428571428
3062,2016,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,259.9,5,2750.0,Hyundai,Verna,7.97724399494311e-05,13333.333333333334
3063,2016,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,13333.333333333334
3064,2014,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247.0,6,2000.0,Mahindra,Thar,4.2033626901521216e-05,7272.727272727273
3065,2011,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,4285.714285714285
3066,2011,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,4285.714285714285
3067,2015,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,114.0,5,4000.0,Hyundai,Xcent,6.850459482038429e-05,3000.0
3068,2016,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,3888.8888888888887
3069,2017,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,3125.0
3070,2018,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5,3000.0,Volkswagen,Ameo,7.251001335113485e-05,5714.285714285715
3071,2017,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,173.0,5,4000.0,Toyota,Corolla,7.69788182831661e-05,875.0
3072,2017,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,2932.0
3073,2015,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,3900.0
3074,2017,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,110.0,5,4800.0,Honda,WR-V,7.397831526271893e-05,1875.0
3075,2013,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,3333.3333333333335
3076,2018,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,2142.8571428571427
3077,2010,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,4400.0,Chevrolet,Beat,6.622185154295246e-05,4666.666666666667
3078,2014,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,3636.3636363636365
3079,2008,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8,2800.0,Mahindra,Scorpio,4.599463395937141e-05,8029.411764705882
3080,2016,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,190.0,6,2250.0,Mahindra,KUV,6.42737896494157e-05,7777.777777777777
3081,2015,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,200.0,5,1750.0,Honda,City,6.58210947930574e-05,9000.0
3082,1996,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,1103.448275862069
3083,2018,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,90.0,5,3500.0,Maruti,Wagon,6.713426853707414e-05,1142.857142857143
3084,2015,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5,2400.0,Toyota,Etios,4.914956011730206e-05,17000.0
3085,2000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948,68.0,117.6798,10,2500.0,Tata,Sumo,3.490759753593429e-05,4800.0
3086,2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5,2000.0,Maruti,Swift,6.009615384615385e-05,7333.333333333333
3087,2016,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,11111.111111111111
3088,2009,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,160.0,5,2000.0,Ford,Ikon,4.860614724803431e-05,7187.5
3089,2008,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,2000.0,Maruti,Swift,6.009615384615385e-05,5294.117647058823
3090,2018,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5,4800.0,Honda,Jazz,7.397831526271893e-05,5714.285714285715
3091,2008,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,146.11908499999998,5,3000.0,Hyundai,Verna,6.454033771106941e-05,3235.294117647059
3092,2007,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,5000.0
3093,2014,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,250.0,5,2500.0,Volkswagen,Vento,6.889185580774367e-05,10090.90909090909
3094,2013,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,260.0,7,2200.0,Mahindra,Xylo,4.483586869495596e-05,10000.0
3095,2017,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,4000.0,Maruti,Baleno,6.94235588972431e-05,1875.0
3096,2016,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,3333.3333333333335
3097,2017,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,Maruti,Alto,6.718436873747495e-05,6250.0
3098,2015,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,4000.0
3099,2008,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,121.60246,5,3000.0,Tata,Indica,5.0143266475644696e-05,2941.176470588235
3100,2018,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,3500.0,Tata,Tiago,7.005838198498748e-05,6428.571428571428
3101,2009,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,320.0,7,2700.0,Tata,New,6.333180357962368e-05,5000.0
3102,2012,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,260.0,7,2200.0,Mahindra,Xylo,4.483586869495596e-05,9230.76923076923
3103,2017,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,Mahindra,Bolero,4.688546550569324e-05,12500.0
3104,2011,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,8571.42857142857
3105,2018,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151.0,5,4850.0,Hyundai,Creta,7.624135763670648e-05,2142.8571428571427
3106,2017,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,1875.0
3107,2017,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,1875.0
3108,2012,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,250.0,5,2500.0,Skoda,Rapid,6.476846057571965e-05,6153.846153846154
3109,2011,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,327.0,4,2600.0,Chevrolet,Cruze,7.428427925665496e-05,5714.285714285715
3110,2017,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,2375.0
3111,2017,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151.0,5,4850.0,Hyundai,Creta,7.624135763670648e-05,5250.0
3112,2012,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,2000.0,Maruti,Ritz,5.924679487179487e-05,9230.76923076923
